run_id,experiment_id,status,artifact_uri,start_time,end_time,metrics.training_f1_score,metrics.training_log_loss,metrics.training_accuracy_score,metrics.training_precision_score,metrics.training_roc_auc,metrics.training_recall_score,metrics.training_score,params.class_weight,params.random_state,params.min_weight_fraction_leaf,params.warm_start,params.verbose,params.max_depth,params.min_samples_leaf,params.min_impurity_decrease,params.max_leaf_nodes,params.bootstrap,params.oob_score,params.ccp_alpha,params.n_jobs,params.n_estimators,params.criterion,params.max_samples,params.min_samples_split,params.monotonic_cst,params.max_features,tags.mlflow.autologging,tags.mlflow.user,tags.estimator_name,tags.estimator_class,tags.mlflow.source.type,tags.mlflow.runName,tags.mlflow.source.git.commit,tags.mlflow.source.name
125f3972d83b4899b0e88c81caa129d9,0,FINISHED,mlflow-artifacts:/a226ef460f5644c2a2f917f616e444a4/125f3972d83b4899b0e88c81caa129d9/artifacts,2026-05-25 09:31:08.198000+00:00,2026-05-25 09:32:11.295000+00:00,0.9998641602928046,0.0016667165587887125,0.9998639159544935,0.9998649085441763,0.9999982783106373,0.9998639159544935,0.9998639159544935,balanced,42,0.0,False,0,None,1,0.0,None,True,False,0.0,None,100,gini,None,2,None,sqrt,sklearn,alena483,RandomForestClassifier,sklearn.ensemble._forest.RandomForestClassifier,LOCAL,silent-gull-111,31560edcdd1ee636d33796f171651a6eb1ef5822,outlier_detector_training.py
f2f198e6c17747aa82585112a50079a9,0,FINISHED,mlflow-artifacts:/a226ef460f5644c2a2f917f616e444a4/f2f198e6c17747aa82585112a50079a9/artifacts,2026-05-25 09:29:12.984000+00:00,2026-05-25 09:31:07.474000+00:00,0.9998641602928046,0.0016667165587887125,0.9998639159544935,0.9998649085441763,0.9999982783106373,0.9998639159544935,0.9998639159544935,balanced,42,0.0,False,0,None,1,0.0,None,True,False,0.0,None,100,gini,None,2,None,sqrt,,alena483,RandomForestClassifier,sklearn.ensemble._forest.RandomForestClassifier,LOCAL,powerful-turtle-151,31560edcdd1ee636d33796f171651a6eb1ef5822,outlier_detector_training.py
